"","ctrl1","ctrl2","ctrl3","ctrl4","RA1","RA2","RA3","RA4"
"CASQ2",151.0000725,18.00000363,3.000006818,34.79193288,6.128196692,101.5120061,105.6028954,301.8305325
"CASR",367.6503394,525.2033467,696.3335743,552.853339,105.4070951,425.5909046,628.4095111,474.2318189
"CASS4",252.6594104,246.6729527,168.6040838,28.56710164,118.1843402,394.1108861,344.0462876,416.4335638
"CAST",10445.31273,1984.179258,2372.270613,1815.431786,2458.93541,13537.02044,11828.88608,13511.87638
"CASTOR1",76.94723979,33.00004751,45.28495231,11.99997751,22.9968773,103.0000125,59.83405475,195.9998411
"CASTOR2",1512.387268,487.6648082,551.105964,412.3781182,72.15092619,622.6957212,399.1858827,530.2961526
"CASTOR3",658.128334,109.4835429,59.27240597,55.15216657,52.81058633,308.6750958,290.1959008,268.7514494
"CASZ1",439.9405908,163.002337,164.3447544,127.0001107,44.12505739,133.5390576,103.5513691,167.0726518
"CAT",2811.998769,208.999971,460.999427,426.0001284,555.9981517,3100.001523,3349.001105,3381.996938
"CATIP",203.4377542,33.97352101,99.04853219,28.31422042,19.62199444,131.3608033,142.2825091,86.57297411
"CATSPER1",0,17.99999468,0,0,6.999984722,0.999999673,0,24.00001755
"CATSPER2",491.3580204,228.6118619,184.517393,146.5001837,133.2168276,355.0487618,464.1113423,457.5986188
"CATSPER2P1",113.2976346,8.44596084,10.59016368,20.3507983,7.996741535,103.3984107,114.1810299,86.32987738
"CATSPER3",31.71052442,0,0.999999988,0,6.999973314,49.87450444,18.55844779,14.49374621
"CATSPER4",0,0,0,3.999988864,0,0,0,0
"CATSPERB",234.1408008,172.9996203,60.01391183,29.67726014,40.92406849,173.7651925,230.6533591,362.8611214
"CATSPERD",2.015862484,3.134623428,0,0,0,0,9.116852458,8.071168621
"CATSPERE",107.0000042,7.000000232,18.00000865,3.999988716,21.99995438,333.000188,204.9999602,214.9997816
"CATSPERG",302.8233671,189.6796307,129.3428936,117.6153328,36.6548492,204.8263961,270.7214491,270.4870625
"CATSPERZ",18.00001235,0,0,0,3.999987506,0,0.999999073,0
"CAV1",11326.00483,2974.000089,2488.999395,2185.998665,1166.997399,13404.02265,7470.00202,13002.99792
"CAV2",1320.036011,711.7210077,454.9075392,372.5931148,226.3137303,3133.101401,2215.159048,2920.32818
"CAV3",0.999999217,0,10.00002438,0,0.999998743,4.999998892,2.999998603,0
"CAVIN1",22675.2617,18707.76709,13815.55359,12019.59073,960.3565065,9469.977904,5656.999115,12216.13438
"CAVIN2",1374.99996,286.0001065,326.0004717,331.9995676,69.99952102,1132.998863,162.0003357,6475.998141
"CAVIN3",1784.000765,1019.001535,1681.998032,808.0005884,38.9999318,611.9995773,377.0003638,562.9990629
"CAVIN4",70.31409177,1.02705722,4.341375169,1.000292947,9.120929851,36.1994873,23.28004467,52.69921794
"CBARP",68.76447366,0.999999589,12.00000984,18.99998926,2.999999101,0,0,4.999996996
"CBFA2T2",2543.153839,397.2591361,333.435168,239.1713602,447.9224427,1877.912305,1854.588316,1440.401214
"CBFA2T3",464.9998949,125.9997747,121.9999425,78.99990214,156.9997362,89.00002042,46.0000378,254.9998358
"CBFB",1832.191297,489.4251465,575.040022,362.0386841,157.999088,2310.908709,2768.422232,1580.947293
"CBL",3072.06337,449.8095534,741.0258639,644.1738073,986.7679612,4281.593874,4763.096398,3277.824831
"CBLB",6281.345546,341.4880085,363.9447993,412.0349759,1209.842004,5335.420544,5140.041605,5596.153851
"CBLC",7.000000568,0,2.000001972,0,0,0,0,6.000011582
"CBLIF",0,12.00004996,0,0,0,9.00001039,0,9.000000913
"CBLL1",428.999763,198.9999692,158.0001136,101.0000384,134.9996097,443.9998996,605.0001778,849.9997567
"CBLL1P1",57.04961455,48.44421976,34.28221382,9.303767476,2.024258385,22.9314643,36.57131294,32.00872088
"CBLL2",0.999998664,0,0,0,0,0,2.000002845,9.999997791
"CBLN1",7.000000213,25.99999584,0,0,0,1.999998415,4.000004701,4.999988757
"CBLN2",37.99998725,22.00003145,0,0,11.99998145,24.99998887,50.9999989,75.99990502
"CBLN3",97.1082183,122.5817289,96.36076975,35.98558849,0,2.00000723,89.46181971,38.31631748
"CBLN4",0,0,0,0,0,8.000005539,1.999997507,0
"CBR1",1196.999517,263.9994099,178.000076,138.9996273,141.9991747,1090.001438,981.9991469,351.9999842
"CBR3",826.000632,185.0003609,176.0001788,222.9997599,69.99979523,391.0005938,552.0008545,400.9997326
"CBR4",1771.543748,29.00004898,65.00006438,65.39365908,208.0950661,1799.378692,2646.392957,1982.974577
"CBS",656.2204165,160.3908865,91.83984954,59.20200677,3.99998589,112.9525388,152.5922607,139.9049393
"CBSL",478.4220899,3.609169018,3.160218092,7.797965089,3.99998589,62.04728788,0,43.4776425
"CBWD1",1779.804779,107.3115724,135.6274532,182.5352141,411.133381,2321.503848,3482.21142,2301.659743
"CBWD2",772.9157471,288.8704453,158.4442405,117.9867356,161.2449619,1354.769316,1704.903607,1508.553415
"CBWD3",1078.012065,133.9577745,206.4165687,172.8445447,364.7057908,1257.0585,2534.949546,1668.784512
"CBWD4P",0,0,0,0,0,2.10168255,39.767108,0
"CBWD5",1416.955973,112.9532669,131.4274788,50.42320414,546.9082379,2274.026977,3002.45138,2118.966595
"CBWD6",467.1546896,95.68715491,118.4250157,11.23622176,86.55934375,690.4665188,885.0476541,425.4613613
"CBX1",1154.026106,345.9998155,368.9992584,246.000216,215.9990655,460.3293746,475.6323015,740.4993929
"CBX1P1",11.99997075,0,0,0,0.999998183,10.0000375,15.99996671,1.023432732
"CBX1P2",5.045025405,0,0,0,1.999994657,4.051625097,4.999997292,0
"CBX1P3",0,0,0,0,0,0,0,0
"CBX1P4",12.00000093,0,10.99999641,4.00000308,0,2.000002975,6.000006121,0
"CBX1P5",0,0,0,0,0,0,0,0
"CBX2",47.99999578,12.99999352,5.000002861,10.99999128,5.999980735,58.00003142,50.0000209,0
"CBX3",2180.846956,814.0980228,841.8810102,503.3097789,263.72237,2947.358049,4196.444722,2257.260704
"CBX3P1",0,0,0,0,0,0,0,0
"CBX3P2",40.02565383,0,5.999994331,0,2.99997652,68.22807623,41.41460151,81.46513821
"CBX3P3",56.0000664,0,0,0,10.00000745,22.99995493,64.99999588,100.9997747
"CBX3P4",24.0000244,0,0,4.999993444,16.0000088,14.00001253,4.999997131,13.00004008
"CBX3P5",12.99999741,0,0,0,1.999998271,16.00002851,14.99999824,0
"CBX3P6",0,0,0,0,0,0,0,0
"CBX3P7",69.36126161,0,3.999988516,0,1.000000465,25.00003292,8.760974323,11.00000493
"CBX3P8",5.638686451,0,0,0,0,0,1.239036706,0
"CBX3P9",2.083207165,0,0,0,0,0,1.048381786,2.107395674
"CBX4",246.8599339,239.828687,237.9995942,92.99991558,45.99986183,45.00002556,240.9999073,12.01072044
"CBX5",6366.034529,2164.967119,2012.032457,1863.567266,1698.128572,10246.69508,7944.317957,6408.308102
"CBX5P1",113.0001105,35.00004568,0,0,7.999990837,65.00001713,149.999537,137.9999201
"CBX6",5685.698026,1834.415571,1728.815052,1434.404051,433.1203661,2046.204786,976.4667774,1905.693845
"CBX7",6300.639095,1463.70468,815.3222637,773.1703218,79.09282598,727.9992136,576.8025538,1786.78696
"CBX8",80.00003446,0,29.99999196,0,15.99995217,140.9995642,88.00002308,2.000002339
"CBY1",500.0632391,78.0000218,145.9999312,111.9998893,70.99991514,376.2371425,446.5618858,247.1937859
"CBY1P1",0,0,0,0,0,0,0,0
"CBY2",0,29.99995927,0,0,2.999984637,0,9.000024677,0
"CBY3",4.977772362,0,0,0,0,6.410352023,5.79959394,0
"CC2D1A",1764.720074,707.5826117,406.9666179,238.9981057,121.5171327,650.9846329,671.4511609,1117.077871
"CC2D1B",2702.133654,606.9744769,362.0339793,299.2374348,218.2280451,1085.431803,1370.885782,1304.476238
"CC2D2A",5150.782967,456.4784177,561.1667668,576.366033,419.239989,4469.393686,3089.548569,5629.966854
"CC2D2B",612.0003816,34.99998889,37.00004525,27.00000174,70.62003851,1370.505427,695.8378466,958.8155117
"CCAR1",2712.68438,468.2995686,277.3779874,247.6932654,418.6264759,3233.433646,3949.160675,2808.715501
"CCAR2",3441.143847,717.4046004,552.6919875,453.9999729,640.5452978,2505.790488,2275.876606,1828.329014
"CCBE1",205.2527904,187.5422875,260.5041448,374.3273595,147.594025,519.2497882,839.1493343,755.4165309
"CCDC102A",620.9985969,356.9996544,331.000069,236.9993832,4.999978759,66.9999575,66.99998583,34.00000888
"CCDC102B",501.8997732,193.6992828,83.01860628,48.20186718,121.4952213,1551.23104,1610.017925,1102.130633
"CCDC103",20.61367029,0,4.43e-08,3.999998303,0.99999835,50.24635325,3.029636748,20.77160387
"CCDC105",0,0,0,0,0,0,0,0
"CCDC106",78.14980596,76.99994418,54.99996197,47.99988917,10.99995442,0.999999806,63.99990158,41.99999991
"CCDC107",258.8183477,125.2762483,81.62529506,30.66911686,24.12906901,224.9855123,174.6932209,204.4971579
"CCDC110",244.9992911,12.00001408,4.000013107,8.999998667,40.99985567,116.000062,93.00001119,65.9999672
"CCDC112",317.0001857,75.99998824,47.99995612,34.99998473,56.99986649,261.9998695,644.0005964,332.0002239
"CCDC113",173.1080112,110.5737694,75.16957659,38.10078682,17.63050123,109.2711445,80.99979254,274.6791023
"CCDC115",403.000113,241.9997867,262.0003393,175.9998174,306.9987514,714.9996962,673.9992553,445.9999732
"CCDC116",16.99999172,0,3.00000113,0,0,0,0,12.99999253
"CCDC117",529.5493664,110.0999629,222.9858911,208.6602843,296.3290613,653.427547,776.9276304,654.1299939
"CCDC12",1189.7072,253.4005834,112.0002712,94.99998188,85.96963886,580.0876351,828.9941635,755.2265155
"CCDC120",107.9322014,91.01713862,60.20907508,42.87592144,44.75123966,69.54448432,86.05369131,60.77859675
"CCDC121",51.3838062,25.99999549,25.99993335,42.99994829,36.69526808,145.8784501,66.00005837,201.0002312
"CCDC121P1",0,0,0,0,4.304584596,0,0,0
"CCDC122",3703.446798,1038.522868,575.1872534,246.3921739,551.3031956,3347.244753,3533.00776,3840.00182
"CCDC124",370.8993898,178.3005807,142.3265423,169.3885357,34.4434097,147.9746017,94.38638974,80.41271628
"CCDC125",3731.680919,603.9439056,406.4461926,207.8328041,585.6406574,3024.797672,3111.921927,3657.375816
"CCDC126",172.9998618,75.99998798,37.00001799,58.99997849,88.99978804,576.0005775,768.0001032,409.0007036
"CCDC127",2149.759125,338.6070262,379.9440234,347.2643001,220.9675957,1366.40317,978.4176533,923.2177138
"CCDC12P1",0,0,0,0,0,0,0,0
"CCDC13",136.4033378,152.4288916,1186.001535,1519.020875,30.31361223,114.8854398,160.8762823,143.7386451
"CCDC134",1289.539243,168.5694217,122.666316,65.45647359,217.9453095,525.144103,954.1771065,611.5477099
"CCDC136",302.9997275,573.0003542,100.9998885,119.9999132,21.99995721,11.99999161,7.999998109,93.99997807
"CCDC137",217.0208223,106.9999491,74.99998275,58.68410376,18.99993604,209.9348834,227.1650981,165.1239977
"CCDC137P",1.000000535,0,0,0,1.999999477,16.99999199,2.000002962,1.999994053
"CCDC138",142.15992,48.00004829,33.99995751,13.00000149,52.22951538,372.052249,382.5329241,322.3073506
"CCDC14",3248.62273,256.0277116,182.9999924,121.9999028,1160.24154,5433.019007,6261.502086,5334.290742
"CCDC141",586.5588131,166.7522468,273.6893102,202.4105152,198.5027056,342.5234836,1160.021003,1677.848137
"CCDC142",858.7756579,74.2146715,205.9326824,106.7295541,100.4418088,104.4179413,203.5934455,258.9930949
"CCDC144A",4925.942896,961.9516356,293.4727925,122.4749308,381.1033532,3068.334639,2165.808977,5871.684104
"CCDC144B",4437.759522,261.8649297,331.7097807,313.0063469,428.7515576,2395.776059,3508.056588,4870.873572
"CCDC144CP",453.0314918,134.7559541,71.01069959,32.5564788,23.03856626,203.8652085,247.7102299,329.7487208
"CCDC144NL",123.9244892,20.91624249,59.57684404,23.69772781,24.35659682,76.13433307,63.31782168,67.15799722
"CCDC146",467.2221085,50.00330486,84.99999878,92.9999878,40.04436423,154.0114499,594.5775552,930.691187
"CCDC148",313.2845992,40.4447932,25.28564498,15.73176539,41.80425396,337.4391424,371.7568429,408.1842893
"CCDC149",1644.979876,368.4133001,318.5497993,159.4450635,179.7885126,1819.090478,906.1147141,1241.554305
"CCDC15",171.5775874,82.30614579,27.66016123,22.3632802,70.06254297,215.6517203,328.9179659,577.0250157
"CCDC150",251.9337098,16.6509783,78.06269884,15.42016491,45.20313411,367.4210447,408.0387388,178.5062665
"CCDC152",473.6297146,111.8853915,156.4348759,205.2107155,172.6059909,1134.719717,945.7312302,286.561967
"CCDC153",92.75546936,38.20868869,24.08765624,5.073259881,16.18608762,103.2908304,99.10768338,82.06428969
"CCDC154",263.0001333,310.9994232,86.99993407,47.99994395,6.999962926,7.999997432,33.00004985,45.00002099
"CCDC157",191.6926463,60.49944146,58.69380641,20.56418542,30.42830037,71.73565697,74.4858709,108.3532946
"CCDC158",114.9720797,62.46834023,51.86518372,22.71576184,18.58489382,98.53864738,74.56352478,169.9449762
"CCDC159",551.5474969,162.256999,152.0248273,74.02385234,45.49161973,185.1554977,147.381036,221.4249652
"CCDC160",59.59442768,64.00342471,1.000003398,0,5.643064084,28.76084828,34.00481678,36.65796953
"CCDC162P",228.9779138,14.03765785,56.20656235,10.99998017,53.30939556,156.9513839,103.4211966,304.7341045
"CCDC163",82.51644068,13.64231599,37.66473859,24.22054687,56.19173232,97.4579337,174.539872,166.7028062
"CCDC166",1.000000884,0,0,0,0,0,0,0
"CCDC167",38.99998563,43.9999927,84.00015322,12.00000565,76.99991667,291.0001434,285.0003627,44.99993249
"CCDC168",17.99999915,0,11.00002092,6.000000897,1.999999261,48.99985739,15.99995115,31.00003258
"CCDC169",1845.403746,726.7581055,170.7937596,66.7499683,236.3934071,1584.271611,1642.510243,1327.543434
"CCDC169-SOHLH2",0,0,0.999999236,0,0,3.233016675,0,0
"CCDC17",30.99999836,65.99993232,40.99995631,2.999995437,34.99985857,104.9998631,32.00002318,20.9999963
"CCDC170",899.9038977,84.32078028,113.8988155,61.33441826,228.9654712,1262.13202,573.7401637,381.9015175
"CCDC171",1240.231758,50.00191054,71.26396553,37.99994279,97.8513324,1168.669785,946.8763425,1183.811227
"CCDC172",26.99998472,0,0,0,0,12.00001479,17.00000795,17.99998604
"CCDC173",40.00014125,0,13.99999602,4.999997404,11.99997168,1.000000746,4.999997959,22.00000918
"CCDC174",945.0011644,75.99993334,116.0001053,124.9998581,201.9996222,13.99998044,307.0002382,768.9997893
"CCDC175",5.351413147,16.00000998,0,0,1.999992118,13.73616011,3.000000873,62.43956722
"CCDC177",0,0,0,0,0,2.000000638,0,0
"CCDC178",0,32.00000138,2.000002306,0,0,0,1.000002778,5.999997234
"CCDC179",1.999999971,0,0,0,1.99999298,4.00000465,10.99999883,0.999999433
"CCDC18",1288.831006,77.93805402,127.5602192,63.64248434,183.439434,1049.358868,1806.689908,1230.168751
"CCDC180",2366.467492,229.3407374,142.0282984,127.6035953,174.5601491,1201.485528,1542.398794,1372.460297
"CCDC181",43.99998693,59.9998865,9.999999147,8.99994094,11.99993975,34.99999576,49.99991643,76.99995473
"CCDC182",0,14.0000031,0,0,0,0,3.000002766,1.999997105
"CCDC183",221.7941685,20.0000642,28.944901,6.211347205,85.99959571,3.999987741,29.83407687,111.081082
"CCDC184",3.999999288,15.00000758,13.99999307,2.000000731,2.999989437,6.999984049,1.000002464,0
"CCDC185",136.9999499,0,0,0,3.999970934,0,3.000004272,0
"CCDC186",2916.943276,484.7364004,791.0048962,451.2221038,317.4630282,5055.231877,4366.131749,3109.826166
"CCDC187",1.000000192,0,0,15.99996887,1.999993765,0,4.000013475,2.999997483
"CCDC188",122.8078807,0,26.99992799,9.999968315,1.000001741,12.00000883,13.00002854,6.999989264
"CCDC189",3.855161226,14.39631845,4.000003275,4.490089162,0,5.911583894,14.76950214,6.876157599
"CCDC190",13.99999787,0,1.000000947,0,2.99999819,4.999998159,10.99999533,2.002074239
"CCDC191",724.4525622,145.899418,42.00000492,60.00009528,47.85733014,450.015967,947.1981744,879.7946761
"CCDC192",73.70828773,0,13.99999564,0,33.98819328,78.02085048,66.4677248,101.7058644
"CCDC194",12.18235367,17.00002512,7.000000347,2.439026191,2.001453533,12.32391148,17.72783756,8.210796041
"CCDC195",0,0,0,0,0,1.999994887,0,0
"CCDC196",83.00543952,0,0,0,18.99995198,149.0142575,245.9999686,269.0001012
"CCDC197",13.0178082,30.0825061,0,1.999998647,1.999989664,7.002502754,9.046424004,9.016918306
"CCDC198",65.72146131,3.288308382,23.14091889,0,11.21768357,93.20853503,85.10484826,84.8582583
"CCDC200",1468.80158,193.3530445,512.7067839,357.7538743,247.8645803,847.4869502,400.7190052,364.8713898
"CCDC201",19.35156659,1.032514632,1.111682089,0,0.999997777,13.14625552,10.13390218,8.112284636
"CCDC22",777.997989,129.0001016,118.0000227,100.9999125,0,503.0000665,440.8475511,153.9997044
"CCDC24",112.4488739,119.9315696,44.0350283,35.2127222,91.19131338,141.3342228,219.8593283,117.4558625
"CCDC25",2097.382535,601.3356588,543.8151505,333.0001833,125.2608824,1093.283424,1140.791347,1990.672327
"CCDC27",37.01652907,7.368566378,70.52482003,13.23513047,3.919518668,26.02249955,49.0032787,98.08038976
"CCDC28A",573.0004131,63.99993987,100.0001799,96.9998842,69.99962577,790.9994217,730.0017825,566.0000161
"CCDC28B",224.4683989,61.99589194,40.41767981,22.51045925,27.89502263,121.2097173,135.2553922,103.6207923
"CCDC3",183.2945243,164.0000394,131.000048,161.9998095,75.99949681,500.9999882,256.0001572,1634.001862
"CCDC30",2216.795396,592.7582925,314.7068905,222.9216014,339.4984193,2029.436794,2069.6158,2097.488775
"CCDC32",1625.866554,187.3659432,156.0711971,148.2738326,174.9040432,1196.654264,985.7472477,1043.48071
"CCDC33",56.15096586,0,13.0000019,6.000007201,0.999999037,47.06930969,8.190057454,5.067918249
"CCDC34",12.99995217,53.99997247,38.00001312,52.45069617,23.73715619,169.999944,198.4654412,11.9999669
"CCDC34P1",0,0,0,0,0,0,0,0
"CCDC38",148.0001654,24.9600831,5.703366499,13.48745125,33.02604906,130.0054355,171.7191584,161.0319684
"CCDC39",614.9027587,331.6217751,64.22969549,23.1880237,135.0622296,766.7427124,730.8319059,892.8617814
"CCDC40",951.9906342,143.3262005,72.36501268,100.2454335,57.95512875,428.9358668,104.4914122,233.1453329
"CCDC42",0,0,0,0,0,3.999994378,3.99999943,0
"CCDC43",374.0065201,98.00003857,208.8043632,133.9876001,86.86339344,391.9175145,703.8196264,572.9456442
"CCDC47",3001.152744,480.2659177,470.1553606,326.8632516,109.4893142,3576.309622,3278.691646,1951.674127
"CCDC50",4692.45703,936.5539009,864.6248217,757.2549304,1689.140228,9289.020586,8939.935811,8357.915007
"CCDC51",76.99994916,61.99996835,45.45214545,38.99999137,13.99992254,195.9998812,81.13468437,38.00004805
"CCDC54",25.00005732,0,0,0,0,2.000001082,2.999990924,4.000007452
"CCDC57",3760.187604,638.2229859,634.8980326,287.5389579,130.4718145,757.6540336,417.7590207,989.986445
"CCDC59",683.6208923,131.9999866,71.99998882,70.09642135,180.7418319,872.074014,893.9906708,882.9671231
"CCDC6",2999.003766,488.0002365,730.9994542,423.9994865,1105.996974,5711.999685,4308.00311,2998.005084
"CCDC60",22.94675149,20.23662348,22.68390259,16.42449156,4.999986173,6.672413132,24.8905775,19.71371105
"CCDC61",309.0000963,141.0000694,99.00015352,70.99997744,4.000001086,134.0000059,37.00008395,95.00008371
"CCDC62",91.0825798,34.19488392,22.00800707,28.73529408,25.2755179,70.82375545,95.91770084,32.24890763
"CCDC63",0.999999722,0,0,0,0,1.999998445,0,0
"CCDC65",70.99980085,0,18.99993653,0,4.999984145,12.00001599,11.99999921,43.99988485
"CCDC66",1448.166972,167.2354032,234.0290719,101.4538556,343.7740615,1786.577518,2184.06031,1418.061132
"CCDC68",49.00001975,30.999998,0,13.99999902,6.99998229,47.99996797,14.99998232,11.99999938
"CCDC69",1285.973125,367.6309244,461.2279643,431.5378505,878.3482918,2225.292529,4198.327541,3386.639794
"CCDC7",946.2844038,88.00017718,234.1415641,125.0839422,386.8702792,1698.661608,2051.188132,1431.662765
"CCDC70",4.000005788,0,0,0,0,0,0,0
"CCDC71",270.9998755,20.00004277,64.00000261,61.9999126,17.9999402,56.99995437,11.00001591,175.9998499
"CCDC71L",146.9993654,57.00007046,175.9999834,76.99990331,183.9999781,961.0004566,809.9998418,591.9998698
"CCDC73",20.51860497,12.00000245,3.999995336,2.867787663,2.999993421,19.39629794,65.15760652,8.011867375
"CCDC74A",26.78299226,12.10580446,44.97868659,7.632979293,9.174653878,78.97646168,40.37035625,48.53061399
"CCDC74B",40.37045636,2.000003239,1.021258691,13.36701217,7.825305085,20.79950713,14.91077758,65.74363166
"CCDC74BP1",3.999995217,0,0,0,0,0,6.020660154,13.32509432
"CCDC77",395.2798739,170.0486131,92.00018047,47.99995303,94.28325399,382.0303069,665.4959144,404.996757
"CCDC78",165.9999733,47.00014808,5.99999909,0,16.9999022,33.00000163,49.99998236,42.99998895
"CCDC8",818.9219335,238.1721591,110.0487501,140.5801291,68.12565922,507.9233041,248.7168809,254.1933571
"CCDC80",23520.6349,7285.568644,13843.98076,4942.801454,12567.75502,70128.77034,37505.74542,19806.62291
"CCDC81",171.2795191,3.294386645,31.34983666,14.79613088,11.08974032,162.4573762,143.905147,110.6326635
"CCDC82",5184.451193,1365.546977,781.2224607,361.6826472,1133.280003,5268.449471,6457.781954,4476.792648
"CCDC83",5.292414519,30.0000024,0,0,5.435544376,6.525161345,11.95912178,11.0000036
"CCDC85A",555.0001529,77.99993633,170.9999914,124.0000057,34.99986908,124.0003801,52.99999577,577.0002895
"CCDC85B",10.00000287,508.0001514,219.0000627,163.9999798,0,6.999996331,0,9.999992254
"CCDC85C",1755.591264,181.4335647,83.15042558,41.21354761,264.6508608,1154.259416,1426.535482,801.5571396
"CCDC86",461.6913855,100.0015007,124.1008253,111.8455748,20.23069575,258.9004112,107.0950968,123.353545
"CCDC87",1.999998401,0,2.999995729,0,5.999999731,4.000003102,0.999997851,21.00002883
"CCDC88A",8169.373593,1527.842245,1543.970575,1132.892351,2545.788305,12548.12909,11593.45851,7209.114677
"CCDC88B",3543.519588,2762.126838,2673.360006,1228.561337,146.0314158,277.7324635,396.3170244,499.2667211
"CCDC88C",934.2064215,199.1448768,121.0000482,65.99996193,741.3987102,802.8047306,2581.341106,1516.979488
"CCDC89",93.0000507,0,33.00006611,31.9999253,5.999956059,132.0001712,11.00002477,40.99997468
"CCDC9",1963.16238,1372.507697,1043.215059,621.5305638,87.99988866,241.6973131,186.9778826,329.7580569
"CCDC90B",4535.578225,675.5665455,463.7530365,275.8954973,895.3680002,4984.206848,5744.608933,4404.612951
"CCDC91",1690.383705,276.1592621,281.4751195,148.664179,622.0055689,2654.625739,3060.123053,2096.782939
"CCDC92",1452.999384,203.9999518,211.9999253,218.9995978,66.99985416,851.3400408,634.9998458,924.0003648
"CCDC92B",58.71948342,0,10.56587053,3.857369836,1.136041345,18.72546796,12.88885215,56.8028042
"CCDC93",3487.001789,553.0003294,291.0002955,359.9998211,799.855406,3968.733884,4251.881692,3316.832145
"CCDC96",41.0001641,28.00007102,37.00000353,47.99994101,0,26.00002758,29.67414126,0
"CCDC97",1498.001287,464.0008405,414.9998942,274.9997492,76.99981818,372.000032,360.0001706,139.0001168
"CCDC9B",1553.77698,145.3274393,187.353709,102.0291628,158.0550933,418.6865385,220.1180363,199.7763598
"CCER1",0,0,0,0,0,0,0,0
"CCER2",9.000011922,46.00008112,14.99999931,9.000036429,0,1.99999323,0,0
"CCHCR1",316.7847575,274.5231492,108.9960788,80.99978085,22.47401622,115.3195628,112.9071849,170.6581191
"CCIN",11.00001475,0,6.000001662,7.999995229,4.999969364,86.00004876,37.00003869,70.00001817
"CCK",0,0,0,0,3.999995342,0,0,8.99999375
"CCKAR",68.99996496,0,0,0,2.999988471,0,0,4.000014674
"CCKBR",0,0,3.000007232,0,0,0,0,33.99995566
"CCL1",0,0,0,0,0.999997788,0,0,0
"CCL11",0,0,0,0,2.000004128,1.999997224,0,11.99999702
"CCL13",27.9999715,0,82.00014849,34.00002072,142.999065,344.9993606,1635.993453,530.9998768
"CCL14",460.9997615,97.00002123,140.9998041,146.0002164,34.99994633,690.3176723,206.0001062,963.4635149
"CCL15",20.1863856,0,10.52797668,3.146077463,6.101699977,44.17660397,24.32960092,20.40922025
"CCL15-CCL14",0,0,0,0,0,46.68933633,0,49.17954268
"CCL16",110.9787731,53.23449642,109.7472127,102.0339064,113.7910041,116.9409937,138.39953,159.8525056
"CCL17",0,0,4.999998418,8.000005901,4.999995285,0,27.99996304,3.999995473
"CCL18",297.9999574,45.00001002,63.99991941,93.99982723,712.9956495,11370.99163,4443.002702,313.0002945
"CCL19",1.999999222,0,11.00001758,36.00000634,72.99984555,22.99997711,475.9989861,37.99997754
"CCL2",160.9995504,66.99979457,268.0000913,77.99993143,368.9990754,2182.006366,2031.995329,737.9992344
"CCL20",14.63193713,0,9.000034884,0,11.7962342,26.22201116,31.61868112,9.000002764
"CCL21",2.999994639,21.00001721,11.99999772,67.99977483,304.9999152,27.0000292,18.99996229,381.9999831
"CCL22",208.5702292,87.90193062,151.7327491,61.99230391,53.02467004,188.3064536,184.0408196,156.9226937
"CCL23",5.000006749,11.00000132,0,5.000014783,8.999989057,84.00008802,0,11.0000494
"CCL24",114.4427646,82.16108008,136.8168054,73.91561342,22.74685008,161.1838445,114.6600112,190.2155648
"CCL25",2.000001941,0,0,0,0,0,7.00000974,0
"CCL26",1.999996774,0,0,0,0,23.00001553,2.999999055,7.000006903
"CCL27",16.99993741,35.00003942,9.999976716,1.000001268,0,1.000001008,8.999988985,12.00000685
"CCL28",482.9258772,149.8411264,202.6664076,57.46134014,90.34242569,263.6714223,598.5445655,370.0297892
"CCL3",43.55310829,0,13.99997461,0,30.99993208,122.9998381,36.9999586,84.49800559
"CCL3L1",15.00638057,0,0.666666237,0,29.27314752,7.999997084,0,89.94634281
"CCL3L3",0,0,0.333333119,0,0.264626292,0,0,23.81635794
"CCL4",38.76296712,0,0,17.00000413,26.58664863,298.8608761,28.00000253,144.4927472
"CCL4L2",21.23703511,0,14.00001754,8.000003406,29.41320562,36.13900429,0.999999581,96.50715989
"CCL5",246.9416992,257.4722984,372.8157355,263.9442171,236.7235887,588.5119987,765.9089143,1573.706922
"CCL7",0,0,0,0,12.99997962,39.00005035,2.000004928,1.999994623
"CCL8",22.0000309,0,36.00003602,0,21.00000294,139.9999514,4.000007102,157.999399
"CCM2",1529.313354,267.5239253,263.3600366,97.1017701,562.3373422,2360.305113,2313.623013,1457.019264
"CCM2L",123.0001997,0,26.99998278,12.99998547,7.99996997,106.9999361,62.9999357,101.9997221
"CCN1",1862.998942,284.9997079,226.9999619,118.0000122,152.9995838,1318.002657,623.000515,1903.998893
"CCN2",18405.69521,4569.001563,3080.998284,1579.003251,1522.294757,14590.04588,4279.661771,11035.79803
"CCN3",4816.997266,242.9999369,151.9999263,206.9996098,168.9991865,2219.000122,215.0000813,1305.998608
"CCN4",918.9999195,100.9998564,56.99995865,27.9999895,270.9989425,2004.002246,600.0003622,625.9993059
"CCN5",11684.29155,4689.56552,2212.512568,1305.577177,314.1850523,8313.071891,2250.41416,4831.377735
"CCN6",25.99999422,0,0,0,5.999973206,40.00001061,25.99995214,22.99999045
"CCNA1",0.99999984,0,0,0,0.999994766,10.0000056,4.000019885,21.0000085
"CCNA2",132.2326709,0,11.38020289,8.999991422,34.99986302,201.3853629,495.6991291,113.7036031
"CCNB1",44.00001279,0,6.99999391,7.000021299,5.999990958,76.00006841,155.0000393,120.9999667
